,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
11062,selfish things,1435,0,5sRK4Zas7CxB068eUsOoVw,0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,217747,4
11063,lord huron,wait by the river,0,2g9LXMNIBCqmngHpH9nXv0,0.627,0.873,7,-5.415,1,0.0311,0.00804,0.000583,0.0555,0.628,123.113,147279,4
11064,andrew belle,many lives,0,7LH7x2wHp1xmPE9Gmx80tf,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
11065,bon iver,holocene,0,35KiiILklye1JRRctaLUb4,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
11066,dashboard confessional,heart beat here,0,4NEAoEh4hZF1Tgp1QXrUHC,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4
11067,tom odell,grow old with me,0,6xjxMWGsprmtUVMDaMhgH0,0.456,0.894,9,-4.602,1,0.037,0.458,0.485,0.0695,0.926,151.333,241991,4
11068,young the giant,call me back,0,14KP6cmTImZmrcAC5m0Azd,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
11069,imagine dragons,dream,0,25DpvTS4zsmLiVLx8Zv3N0,0.354,0.62,8,-9.632,0,0.0557,0.0833,0.00797,0.0832,0.184,132.526,314027,4
11070,the hunna,she's casual,0,3WLwkFXJpZ1VpDxAh0DXzz,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4
11071,chad valley,shell suite,0,7qeuKRyUjXehDIz9FRYiAM,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
11072,castlecomer,leaving,0,7dTOigXGk6ixcJosMV6r97,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,4
11073,nothing more,just say when (version 2.0),0,1D1yuEDp0EqvX1yFxWqeuS,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,4
11074,josiah and the bonnevilles,swing,0,3UKIiR93VUGPRcrAmCHU2Y,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,213400,3
11075,the temper trap,trembling hands,0,1RmbJuUUXafxb6kEZigEcg,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,211973,4
11076,vance joy,georgia,0,429EttO8gs0bDo2SQfUNSm,0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4
11077,active child,hanging on,0,7kyubWDfd6Lv6ItXgENaM4,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,4
11078,andrew belle,details,0,6nkiE9nZdyxQ6KtEb1uJq8,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4
11079,broods,taking you there,0,6NYtqWYqMbnzoEU9jXla80,0.62,0.559,2,-10.568,1,0.037,0.716,0.435,0.133,0.527,129.4,345680,4
11080,x ambassadors,litost,0,7HyvbdOddwXEGzKoLNxhKG,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,4
11081,alvarez kings,"sleepwalking, pt. i (acoustic)",0,2Y5v72rZR7ym6LRbh5NilJ,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
11082,bianca monica,phases,0,27izq1YX6cczN6qPJ41BlQ,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,192146,4
11083,andrew belle,the enemy,0,6xJOhSm4SvZwzy3uhWz26O,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,510573,4
11084,glass animals,cocoa hooves,0,4Qw1VBxYRX2ieU9CADu8Co,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
11085,vance joy,we all die trying to get it right,0,3no7Z1VqcqQ7ztVljPEjI0,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627,4
11086,chad valley,fast challenges,0,3hjJU2n8kA4DfJfa9USnaN,0.344,0.79,2,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233667,4
11087,amy shark,adore,0,1rPCgtaIF0CyKRgAwhtpbF,0.644,0.799,4,-10.856,0,0.0598,0.0821,0.00154,0.055,0.889,108.381,246573,4
11088,nothing but thieves,if i get high,0,3O2pB9JHreUZ9F83qSNmu8,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,238973,4
11089,bronze radio return,"shake, shake, shake",0,4dI4oscajpdtjpg2dP1x28,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,163893,4
11090,milky chance,flashed junk mind,0,2UAWVtEwFLJqdJsT8FCzKX,0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,219400,4
11091,gypsy & the cat,time to wander,0,0uaSR47TORPDPhdbWcflga,0.638,0.686,0,-9.876,1,0.0366,0.314,0.23,0.0678,0.766,126.045,256360,4
11092,foster the people,sit next to me,0,4BdGO1CaObRD4La9l5Zanz,0.617,0.461,5,-14.485,0,0.0434,0.15,0.0147,0.12,0.828,93.852,288400,4
11093,foreign air,free animal,0,6pnD89Q888HUHhcwQUTky8,0.623,0.91,9,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,195307,4
11094,moose blood,it's too much,0,3kr9H1n5OHezIhj8oA9gOX,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,4
11095,jake bugg,simple pleasures,0,3SFyR2ii2zKh4BU0QJuJ1G,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
11096,børns,electric love,0,6IJDLuGYcp8kFIb66k6CMU,0.319,0.661,0,-8.548,1,0.0334,0.0389,0.0039,0.886,0.325,106.189,826813,4
11097,andrew belle,dark matter,0,0x0h9kwGhCv78fMRo8ChhZ,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
11098,paper route,better life,0,08LxaBHzxNSxHdCSitATLW,0.377,0.778,4,-6.658,1,0.0827,0.453,0.0,0.571,0.218,117.238,289373,4
11099,oasis,wonderwall - remastered,0,7ygpwy2qP3NbrxVkHvUhXY,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
11100,goodbye june,darlin',0,4Ppc2CyPzXObEOLgDkP5ZR,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
11101,vance joy,emmylou,0,2UaSapjHWf55N6ZWlkvWPu,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013,4
11102,the smashing pumpkins,luna - remastered,0,5Q6Xzp25aXYxNJ4B6vBkcf,0.423,0.834,9,-5.498,0,0.037,0.0129,0.00113,0.164,0.606,113.876,501213,4
11103,inxs,beautiful girl,0,6N81xlWzMaEYhjHry55OSI,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,4
11104,pacific air,float,0,3yt2uGIGep27Q3vtwMXM7d,0.533,0.964,2,-4.816,1,0.0706,0.000861,0.0169,0.233,0.36,110.959,289972,4
11105,joe purdy,i love the rain the most,0,63ogaJyLqKCR9BUBzmtnIG,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4
11106,arkells,my heart's always yours,0,5Thu5cuRc1VtDeTu7p8Pni,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400,4
11107,jessica lea mayfield,our hearts are wrong,0,6Wf0dbrqvBkEUSe12cRsps,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933,4
11108,yuna,decorate,0,7mQn2FH0hM9gYIp39vyoi1,0.607,0.86,7,-8.994,1,0.0335,0.000354,0.0232,0.263,0.34,99.072,205467,4
11109,amy shark,weekends,0,7vEeYo34dX7geZhQVotCJi,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
11110,sylvan esso,coffee,0,30GGIrrJdSNtecPiFcVP5O,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,239667,4
11111,future islands,seasons (waiting on you),0,522YBf6WqBwJVAe7oHLymu,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,237467,4
11112,andrew belle,pieces,0,2DHDuADAHoUW6n0z80RLQF,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,284496,4
11113,vance joy,play with fire,0,0d0bU9qHxAHvuJRjio7cU6,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,236640,4
11114,tv on the radio,will do,0,5iHK8VI9XkJJdXQHCBXeM4,0.722,0.54,0,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,322897,4
11115,incubus,aqueous transmission,0,5M67k54BVUDADZPryaqV1y,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,4
11116,the cranberries,dreaming my dreams,0,4UTl2IO4zwZkU4KXbShgUg,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,354640,4
11117,sundara karma,indigo puff,0,3pJQY7UuX0DcE8pgLZhCjf,0.568,0.939,7,-7.127,1,0.0466,0.00267,0.0464,0.0863,0.498,145.999,194840,4
11118,mazzy star,fade into you,0,1LzNfuep1bnAUR9skqdHCK,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,247307,4
11119,the hunna,never enough,0,4O3jsCJp4XxZHYSPiMqiko,0.491,0.957,11,-3.67,1,0.096,0.00853,0.000879,0.371,0.635,158.067,223733,4
11120,incubus,echo,0,3ypXaNibspfxvUIKpzUkfz,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,353787,4
11121,james blake,the wilhelm scream,0,688DZF6e1MH5Uf409dwaHm,0.524,0.886,9,-9.154,1,0.0385,0.00566,0.00182,0.331,0.511,132.446,235733,4
11122,joywave,anemone,0,0geaQiAZN8AhkxLfyAiUXe,0.295,0.68,1,-6.126,0,0.0445,0.0197,2.5e-05,0.125,0.338,156.517,260680,4
11123,of monsters and men,crystals,0,5wU6jk9kxYzFGUpeE6T2Q5,0.493,0.928,2,-9.755,1,0.101,0.0353,1.29e-06,0.496,0.386,113.109,285015,4
11124,twin wild,fears,0,6IiS4Ex7oQtGhp9F9r0Yki,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533,4
11125,coast modern,guru,0,1bHEcHv3lUkLFAebNnaPNE,0.493,0.866,0,-5.665,1,0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,271520,4
11126,karen elson,the ghost who walks,0,3KrujCpaooRF2xXc7cfULh,0.479,0.822,4,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,255720,4
11127,phantogram,don't move,0,1BeNZQORyV0jEF2toAmrsA,0.328,0.938,9,-7.241,1,0.083,0.0165,0.0016,0.0835,0.762,171.707,249133,4
11128,mikky ekko,"who are you, really?",0,3gkObSE7saGaNtNNllYFLi,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,4
11129,nothing but thieves,"lover, please stay",0,3QxCvkqWdkMqy3CPxOhZ24,0.619,0.751,7,-11.568,0,0.0417,0.0113,7.87e-05,0.123,0.532,126.079,265333,4
11130,the lumineers,flowers in your hair,0,3Hvg5tRKsQlX25wYwgMF9p,0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560,4
11131,the naked and famous,no way,0,2UhhSTIAKDa5lwWItkYvIE,0.468,0.743,0,-10.846,1,0.0325,0.00819,8.34e-05,0.369,0.651,156.099,241800,4
11132,the kooks,sweet emotion,0,0hIGUS1PQbv5NIrHIf6Fza,0.606,0.879,0,-5.203,1,0.0358,0.0101,0.000709,0.363,0.404,115.072,281667,4
11133,craft spells,komorebi,0,6giBkfHez7G866LZqjyIhx,0.509,0.935,6,-3.633,1,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,4
11134,jeff buckley,"lover, you should've come over",0,6Jv7kjGkhY2fT4yuBF3aTz,0.5,0.946,5,-5.428,1,0.072,0.0221,4.21e-05,0.068,0.449,94.542,194987,4
11135,kings of leon,on call,0,28POcTYQKfkjz6qTIvtjG1,0.537,0.9,9,-11.88,1,0.0301,0.00575,0.000156,0.2,0.549,132.742,222467,4
11136,nine pound shadow,tell me why,0,1ulP6N854Dx4XUcq9FDB8N,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
11137,amy shark,drive you mad,0,0XAokZfz6DkQuruUVEX1ei,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
11138,flume,you & me - flume remix,0,0dQSN6MjznTZqh8jq25hn0,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400,4
11139,x ambassadors,down with me,0,17FV9pZcXiJsFRn3McId1e,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4
11140,glades,eyes wide shut,0,754I3uCFlgC5YiCgebnNTf,0.542,0.839,3,-4.404,0,0.0487,4.91e-05,0.0,0.0471,0.611,121.026,273013,4
11141,frank walker,heartbreak back,0,6kyhJvTKWQzlcYywNZRDsy,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,4
11142,broods,peach,0,6M8qU2rDpeRQLE88DF2xtq,0.547,0.454,7,-12.571,0,0.0251,0.0761,0.0015,0.145,0.308,148.064,258787,4
11143,st. lucia,china shop,0,03leXL2qPlSEPZtNV4eNrV,0.466,0.922,0,-7.847,0,0.157,0.0871,0.000838,0.69,0.201,91.122,318200,4
11144,wafia,i'm good,0,5mKChpSRCbOXvhLB9bE29m,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
11145,young the giant,superposition,0,67YPjbcxUypwNOwYBZquq1,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,235360,4
11146,selena gomez,back to you - joey pecoraro remix,0,216afVgCJWieLyqPDwziwq,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613,4
11147,chelsea cutler,cold showers,0,3iIoEZ2d78cIjrx5imoNEp,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
11148,houses,fast talk,0,4pRMLBMnMk4Nuuq6bTTKV2,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
11149,safia,starlight,0,7Lqa7EQ94KCoVSkjRa7iNB,0.523,0.832,4,-7.364,0,0.0508,0.00783,0.0,0.201,0.507,125.32,231707,4
11150,wingtip,fake it,0,2gHAEHsJZFOUip28cItP2o,0.571,0.727,8,-6.358,1,0.0716,0.196,3.97e-05,0.21,0.321,126.581,240893,4
11151,rüfüs du sol,underwater,0,5ZvHcR4OSwvEV5IhigbTOT,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,4
11152,whethan,radar (feat. honne),0,1WfMi7xvOti8F4dSf7atd9,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
11153,james hersey,real for you,0,2HNGw6i5uoafHgBy3hIkPj,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
11154,88rising,warpaint,0,25aZPPiiVCHnbBpY4dh9Zk,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4
11155,ivy adara,callgirl,0,2bEVnXbbewLHoeRo0QYieD,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
11156,jarami,cold blooded,0,2MDLioU5AzJf5uA48lxk2t,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
11157,goldhouse,the shit,0,14gdcYmHyORy3ZnvLwZzRV,0.476,0.528,4,-8.216,1,0.0299,0.174,0.0,0.193,0.349,77.253,209907,4
11158,kream,know this love (feat. litens),0,5miQGFoYZPv5JCNzSoEbWt,0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,217747,4
11159,filous,bicycle (feat. klei),0,2HNfxD7Vfb0sw4BnWGNVwN,0.627,0.873,7,-5.415,1,0.0311,0.00804,0.000583,0.0555,0.628,123.113,147279,4
11160,great good fine ok,touch,0,0jaAv0r00lUyp6SxzD0EoD,0.729,0.818,2,-9.992,1,0.0732,0.157,0.284,0.195,0.906,125.814,267000,4
11161,rasmus faber,be real,0,4PEbNdnFtpko90iC0W9I2u,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4
11162,phoebe ryan,heart attack (feat. tove lo),0,3Aj21Gnv6nNQUKd7dOWCza,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4
11163,nonono,ego,0,3kIxJRNIMm4DloyrvHcEi0,0.456,0.894,9,-4.602,1,0.037,0.458,0.485,0.0695,0.926,151.333,241991,4
11164,kito,creature kind,0,1wPaNEO07g3ikJ3zzSzPE5,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
11165,little monarch,treading water,0,0Ed0auEaK9ATsnzFsUZ5AZ,0.354,0.62,8,-9.632,0,0.0557,0.0833,0.00797,0.0832,0.184,132.526,314027,4
11166,caroline pennell,drive me home - goldhouse remix,0,6bi1avZFqpQqVTOJHdwa9G,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4
11167,andrey azizov,feel like,0,6Ri9UCon5eF07GqlNDk98L,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
11168,cxloe,show you,0,5PB7VlwrwhKlYomlrwAISf,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,4
11169,gryffin,tie me down (with elley duhé),0,2zh01m4PiHaZz4BAm0NRxs,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,4
11170,jai wolf,lost (feat. chelsea jade),0,14ToOTiyJ6nLYNZb2Sa5WR,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,213400,3
11171,sophie simmons,paper cut,0,4gSEZ8dkB4GrrIowsib0l9,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,211973,4
11172,future jr.,changing,0,0WiZ4uithBeXEEjikszJ4F,0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4
11173,hook n sling,if you're hearing this,0,1aJ1xeEQ1ivKGnTeuYolJk,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,4
11174,yoshi flower,for which i dance,0,4wlDjOYFnL6o4qS9Ifxe4x,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4
11175,wafia,bodies,0,4ECl9igNKY4J7eQ2l6YN9G,0.62,0.559,2,-10.568,1,0.037,0.716,0.435,0.133,0.527,129.4,345680,4
11176,hayden james,just friends,0,2KbsHQiGVA5i3YPnCh9rKg,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,4
11177,terror jr,heaven wasn't made for me,0,2FuTWd6CdtqfiY0dAQCXCf,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
11178,gryffin,just for a moment (feat. iselin),0,24FFOpCA6bc5YoU2F3TKqS,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,192146,4
11179,rynx,want you,0,3VBcTyCvsmOQ4OLddPkrqp,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,510573,4
11180,yumi,with you with me,0,38SBK4q9W6XXlM1purYDPT,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
11181,off bloom,love actually,0,1rkwEvRdpZirixNHJ8x61R,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627,4
11182,shallou,find,0,2kvOtZ5gJDf4Tm4lFadHcQ,0.344,0.79,2,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233667,4
11183,sg lewis,hurting,0,7h8e5oCD5ZRu0VPNHEN6A5,0.644,0.799,4,-10.856,0,0.0598,0.0821,0.00154,0.055,0.889,108.381,246573,4
11184,wingtip,pavement,0,2ulLy3uQUsVFQ19yWQpuTD,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,238973,4
11185,felix snow,evening buffalo,0,6w40GgWhGts8g6779DPXR3,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,163893,4
11186,the knocks,ride or die (feat. foster the people),0,4WbiaZWaoIxe6rl8v8bI4d,0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,219400,4
11187,whethan,good nights (feat. mascolo),0,08Kj0lvbsqAxzeUOBYZRL6,0.638,0.686,0,-9.876,1,0.0366,0.314,0.23,0.0678,0.766,126.045,256360,4
11188,great good fine ok,change,0,5iRnQIh9VxMRp26OFFWH6z,0.617,0.461,5,-14.485,0,0.0434,0.15,0.0147,0.12,0.828,93.852,288400,4
11189,lookas,deep breaths,0,2rqR1bvEAmLHCNWBvyDt0V,0.623,0.91,9,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,195307,4
11190,social house,magic in the hamptons (feat. lil yachty),0,2Yer0p7uB2lVBUAtANuuQp,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,4
11191,satica,miss yr high,0,16tDgTucNuJuE3Oibgc0b8,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
11192,ben phipps,don't stop now,0,1ho2lqhVK2P5UkLHBHjkHR,0.319,0.661,0,-8.548,1,0.0334,0.0389,0.0039,0.886,0.325,106.189,826813,4
11193,tep no,toluca lake - imad remix,0,4Xf4XTwmxHIm24UcDjOuzV,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
11194,naaz,loving love,0,0ZHGvuTzVMZATXV5n7e5LP,0.377,0.778,4,-6.658,1,0.0827,0.453,0.0,0.571,0.218,117.238,289373,4
11195,king henry,bad for me,0,6yNMhIycO1Fybq6cnLKMmF,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
11196,years & years,if you're over me,0,01k24g94i1JvkFLQmVEdCd,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
11197,clavvs,lay back,0,2mMKHvIvL5hc7LU1QtKr7G,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013,4
11198,yurrit,waiting,0,59Z4z9ixjonIzf29Ajdmr1,0.423,0.834,9,-5.498,0,0.037,0.0129,0.00113,0.164,0.606,113.876,501213,4
11199,chelsea jade,laugh it off,0,6UJUkIobRl4M2EIxOLZVti,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,4
11200,r3hab,we do (feat. miranda glory),0,7vF4ajPpgsdtsOIqb3VieB,0.533,0.964,2,-4.816,1,0.0706,0.000861,0.0169,0.233,0.36,110.959,289972,4
11201,super duper,vhs,0,4qWBvOvvNPxLqUbzlEeP8n,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4
11202,maggie rogers,fallingwater,0,2CPLGREl5ahzA2WPBMkpxh,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400,4
11203,hounded,on my side,0,6gtzGHszSznv6TdlfhgsEB,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933,4
11204,morgan saint,until the day i die,0,6iTfLr82sN57XDSwP0tBoM,0.607,0.86,7,-8.994,1,0.0335,0.000354,0.0232,0.263,0.34,99.072,205467,4
11205,bearson,get lost (feat. ashe),0,56rgqDNRIqKq0qIMdu7r4r,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
11206,viceroy,caught me a rhythm,0,1seHkBlA2tBJgFWIjPpQXP,0.397,0.776,5,-6.339,1,0.0381,0.0983,4.09e-06,0.189,0.127,76.301,239667,4
11207,mavi phoenix,bite,0,1Z07Jr0D2FzaRHLfbEwC4e,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,237467,4
11208,elephant heart,hiya,0,7itlDfKIZaWulEen8kE2zW,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,284496,4
11209,bazzi,3:15,0,6pmZMP2ET1OJi5rKfLO8jD,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,236640,4
11210,tim legend,favorite thing,0,7Kexcv6HZ3BymAsOBNEmeH,0.722,0.54,0,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,322897,4
11211,shallou,lie - le youth remix,0,1mABc9r2mor4nHxJvFZXq5,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,4
11212,shy martin,forget to forget,0,4E5IBDRu8kJbzUv1qaZM1t,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,354640,4
11213,dresage,gallery,0,01m7F2DCkedBoRNrZsx6gW,0.568,0.939,7,-7.127,1,0.0466,0.00267,0.0464,0.0863,0.498,145.999,194840,4
11214,djds,why don't you come on,0,1zOrNX2Rp00WGJzNJUfj0V,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,247307,4
11215,the night game,do you think about us?,0,5qWfbqQUmQGS0fy15emahR,0.491,0.957,11,-3.67,1,0.096,0.00853,0.000879,0.371,0.635,158.067,223733,4
11216,youngr,lost in translation,0,7jD0uPVFPEyqWbeuEarDgJ,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,353787,4
11217,houses,left alone,0,72Vh4LMlVi4YFO1H60yYNo,0.449,0.907,4,-3.41,1,0.0355,0.0107,0.0,0.272,0.815,128.913,209173,4
11218,dagny,used to you,0,7t3Ldw0z7zS0WyzlV7aJGV,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,201400,4
11219,ayokay,swing swing,0,1wRSOWVqpLIrMCo4vevEef,0.524,0.886,9,-9.154,1,0.0385,0.00566,0.00182,0.331,0.511,132.446,235733,4
11220,cotis,all night,0,43ZbtRBWhJ5P4sftoSjDTV,0.295,0.68,1,-6.126,0,0.0445,0.0197,2.5e-05,0.125,0.338,156.517,260680,4
