,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
155,scorpions,no one like you,0,26fZwf1ImE4aUJ4XaqOkUg,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
156,whitesnake,is this love - 2017 remastered version,0,0IhUdJRoolbYeEMPL59XPm,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4
157,kiss,lick it up,0,3cXiUuiGpFmZ8OdAWKk8Ck,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
158,great white,once bitten twice shy,0,07nxmAxwhY51juyImllKD2,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
159,cinderella,don't know what you got (till it's gone),0,5QRs63VVKNaqUjg6XSSckM,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
160,europe,rock the night,0,3J9NEWkd9Cx1MwSSvDySkL,0.676,0.708,4,-9.412,1,0.0419,0.806,0.0112,0.183,0.885,135.695,176093,4
161,poison,talk dirty to me - 2006 - remaster,0,08QP0rwnQSbbpGRIuXfrAY,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
162,dio,holy diver,0,57fqmDaokbxZ3TaB0jp39q,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,703373,4
163,y&t,summertime girls - studio version,0,2KzvbRdB8qRMItIBDBU60F,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,142653,4
164,kiss,heaven's on fire,0,1brpdmqkx3kSxyqzqXfW7J,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
165,cinderella,gypsy road,0,2F8Glc7r4mHHSCEegD4Ju1,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
166,dokken,alone again,0,5Q916vqrwfON21qlJiXpSz,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4
167,mr. big,addicted to that rush,0,59I1DrJrPtVg3mSJ4ZCtu7,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,266240,4
168,w.a.s.p.,i wanna be somebody,0,6w8dBm5KlXxWejYrbGS1EJ,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
169,ozzy osbourne,over the mountain,0,0i1RTnH2Lj5gTDRU5wtyT2,0.395,0.166,2,-15.476,1,0.0532,0.902,1.52e-06,0.0816,0.507,175.26,167080,4
170,gary moore,wild frontier - remastered 2002,0,1o0hcMxI6jYzQm6ApPde3L,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3
171,michael schenker group,armed and ready - 2008 remastered version,0,4r299IW4ua73XaiXYFtLwP,0.395,0.482,7,-10.031,1,0.0285,0.32,0.00717,0.0917,0.334,130.21,237760,4
172,rainbow,i surrender,0,2dHjSNCw10clC9oOld8tPn,0.439,0.756,2,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,174573,4
173,vixen,edge of a broken heart,0,2mEk0VdrbDJ11DBC6Y92mh,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
174,queensrÿche,i don't believe in love - remastered 2003,0,0U2TocFjqul3sis3sE5jZl,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
175,lita ford,kiss me deadly,0,0kFM6t9htbB53Dg8frGDGh,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
176,mötley crüe,wild side,0,3C7tm62iWcPuIbZRUp5AZU,0.812,0.735,6,-10.911,0,0.118,0.0776,0.184,0.0891,0.496,119.811,237640,4
177,poison,fallen angel - remastered,0,27kMqdX3aoN3gBndVKlTfR,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640,4
178,mötley crüe,shout at the devil,0,4VFNyv0nVew5C878WDsPvE,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
179,cinderella,shake me,0,1Qjpl8Kav6rrO92ZuG0OK8,0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4
180,tesla,modern day cowboy,0,5ZIU2kT1wNjQNclQeVCz5O,0.576,0.188,9,-18.755,1,0.0949,0.842,5.28e-05,0.229,0.322,77.461,155453,4
181,judas priest,living after midnight,0,0IXpUl1fn2QZcBavfuq0H4,0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,187110,4
182,w.a.s.p.,wild child,0,3iC3Numiy9P3AkF7iioKmx,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28e-06,0.335,0.618,90.373,216573,4
183,ozzy osbourne,bark at the moon,0,2E7W1X4maFFcjHrVrFA7Vs,0.664,0.552,9,-7.723,1,0.0264,0.746,0.00963,0.0838,0.287,112.52,286880,4
184,dokken,in my dreams (re-recorded / remastered),0,5IXUAYqwxmAFj69RWYFzbU,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,4
185,van halen,ain't talkin' 'bout love - 2015 remastered version,0,6fybp4N6eW3bsFAvARxyVe,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001,4
186,kix,don't close your eyes,0,6x2uTkRiaDgF4DkF6i0V5e,0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,171853,4
187,kiss,detroit rock city,0,4DmBwHmp0FVO6NJ9QfH2w2,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
188,van halen,hot for teacher - 2015 remastered version,0,6QDbGdbJ57Mtkflsg42WV5,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
189,firehouse,don't treat me bad,0,4lbhQdbiTpNP7GowZG8KsM,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3
190,faster pussycat,house of pain,0,46Qy1xAr2K7rylRYwdQ6Gw,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
191,zz top,sharp dressed man - 2008 remastered version,0,0bRNszTbTFLNlunAeh7eom,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4
192,black sabbath,paranoid - remastered version,0,1Y373MqadDRtclJNdnUXVc,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
193,dokken,breaking the chains,0,3PZJwntD9O7WLXm2g2jTmD,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
194,warrant,uncle tom's cabin,0,01EE19A34FoehGnVosOFes,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
195,ozzy osbourne,"mama, i'm coming home",0,0S3gpZzlT9Hb7CCSV2owX7,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
196,van halen,runnin' with the devil - 2015 remastered version,0,3KhF2YiNpJvGpfiCW45R6D,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
197,rainbow,since you been gone,0,6xq5DxZWGgdStAxGAil0yw,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
198,chicago,hard to say i'm sorry - 2007 remastered version,0,07TnWCHrFkvF61GzJuLVt0,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
199,john lennon,woman - 2010 - remaster,0,0GGxVTb0UwDwdaKNjBdCn3,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
200,air supply,every woman in the world - digitally remastered 1999,0,2bVvLBQ1m0KQKh3fQVwX3Q,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
201,peabo bryson,tonight i celebrate my love,0,7JOyY9GA3P2Evx50oetDKb,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
202,lionel richie,endless love - endless love/soundtrack version,0,0rt0dZ11FVsvprbarag5tk,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
203,the cars,drive - remastered,0,5ON2F6cVKxvzgo742dGJG9,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
204,glenn frey,lover's moon,0,2QlVjJhaIWXoN6LfCIVfPi,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
205,phil collins,do you remember? - 2016 remastered,0,3TLtCHUaiMHcQcJVGVW2p2,0.723,0.687,11,-4.632,0,0.2,0.0255,0.000207,0.124,0.777,173.75,188440,4
206,dave grusin,it might be you (theme from tootsie),0,515P8hBzrZTAPM8ZbcIJUF,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
207,phil collins,against all odds (take a look at me now) - 2016 remastered,0,63CHa6rmamv9OsehkRD8oz,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4
208,paul young,every time you go away,0,05fHQeRbCSjKVS6z0WbQKJ,0.825,0.481,2,-8.6,1,0.0396,0.0797,0.0,0.239,0.761,121.046,198387,4
209,foreigner,i want to know what love is - remastered,0,1NibmFMJtdf78yjO01Ua5n,0.682,0.751,8,-5.812,0,0.0675,0.235,0.0,0.11,0.708,129.937,224413,4
210,simply red,if you don't know me by now - 2008 remastered version,0,7DFawVSjI88xR9mjnWwURg,0.703,0.617,7,-8.732,1,0.0731,0.108,5.61e-05,0.271,0.435,123.159,133120,4
211,tracy chapman,baby can i hold you,0,2DjWsDGgL1xNbhnr7f6t5F,0.493,0.825,8,-4.056,1,0.0798,0.0079,0.0,0.129,0.621,99.866,215004,4
212,the police,every breath you take - remastered 2003,0,1JSTJqkT5qHq8MDJnJbRE1,0.704,0.771,2,-4.713,1,0.0495,0.0086,0.0,0.108,0.416,120.002,161093,4
213,u2,with or without you - remastered,0,2x45xqISlmmDJqxOqr8BuS,0.494,0.729,2,-4.934,1,0.161,0.133,0.0,0.143,0.421,78.833,204453,4
214,aerosmith,dude (looks like a lady),0,6gQUbFwwdYXlKdmqRoWKJe,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
215,poison,every rose has its thorn - remastered 2003,0,2tOhfXnpUTh8VIbJvqWI7H,0.853,0.715,7,-6.177,1,0.0762,0.565,0.0106,0.0716,0.844,92.377,167823,4
216,mötley crüe,"girls, girls, girls",0,3439OLNIeD3y68kVuoZUO5,0.8,0.837,7,-4.488,1,0.0991,0.0652,4.74e-05,0.0699,0.813,105.026,241136,4
217,whitesnake,here i go again 87 - 2007 remastered version,0,1qOU8KzFifXE9YrgjVwYvc,0.723,0.791,2,-4.863,0,0.055,0.122,6.98e-05,0.211,0.484,110.043,193933,4
218,poison,unskinny bop - 2006 - remaster,0,1Z6lKdYhwp8WYoBqGCKxlM,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4
219,depeche mode,personal jesus - original seven inch version,0,4UCTgh5jvtqoaMX6MAhUNn,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
220,the cure,just like heaven - 2006 remastered version,0,76GlO5H5RT6g7y0gev86Nk,0.585,0.977,1,-3.57,1,0.0615,0.622,0.0,0.328,0.801,138.264,232880,4
221,u2,where the streets have no name - remastered,0,4qgZs0RNjdzKAS22lP0QjY,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,203173,4
222,van halen,panama - 2015 remastered version,0,05RgAMGypEvqhNs5hPCbMS,0.542,0.714,2,-8.045,1,0.028,0.00487,0.298,0.334,0.76,124.26,212893,4
223,r.e.m.,stand - remastered,0,22UhQSbYimuCnvI0Y07gFX,0.748,0.835,7,-5.731,1,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,212000,4
224,jane's addiction,jane says,0,7c1Dar0pIAW7w5TzaGjt9t,0.565,0.778,1,-7.07,1,0.0586,0.426,0.0135,0.263,0.815,105.807,287893,4
225,duran duran,hungry like the wolf - 2009 remastered version,0,39lSeqnyjZJejRuaREfyLL,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,301427,3
226,pet shop boys,west end girls - 2001 remastered version,0,4koGF4vd2AV8pF7R3TVBVq,0.57,0.301,7,-13.846,1,0.0518,0.908,0.574,0.123,0.431,118.337,193800,4
227,mötley crüe,dr feelgood,0,35Aj3CGTmWkjGr4bjYmkk5,0.454,0.257,2,-7.446,1,0.0363,0.916,8.06e-05,0.208,0.464,80.43,195480,3
228,beastie boys,fight for your right,0,5NLuC70kZQv8q34QyQa1DP,0.376,0.374,9,-11.923,1,0.0408,0.587,0.0,0.214,0.867,182.719,129400,4
229,frankie goes to hollywood,relax,0,2K22nUTdyr48JDwI5t906t,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,182067,4
230,ozzy osbourne,crazy train - remastered,0,7ACxUo21jtTHzy7ZEV56vU,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
231,motörhead,ace of spades,0,3CIOopLwvyMvXk97ZEksKO,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
232,iron maiden,run to the hills - 1998 remastered version,0,5b1jZ9geGD4boxz24XgGPp,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4
233,iggy pop,real wild child (wild one),0,6ZAwEE4kTdtvyE66iRhFxR,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467,4
234,u2,pride (in the name of love),0,3dh2LlmeMqKJbzn2WUgt3d,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4
235,depeche mode,personal jesus - single version,0,4UCTgh5jvtqoaMX6MAhUNn,0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,208667,4
236,u2,sunday bloody sunday - remastered 2008,0,6C4LXC9UFH1IKiHYOp0BiJ,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
237,hüsker dü,don't want to know if you are lonely,0,4tPFEWRuNQhibDQSGB2PVE,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4
238,the cure,pictures of you - remastered,0,7kqB3o8wqP0tkx95clZ08G,0.436,0.375,6,-13.856,1,0.0284,0.165,0.0,0.294,0.49,107.386,184880,4
239,new kids on the block,"80s baby - feat. salt-n-pepa, naughty by nature, tiffany, debbie gibson",0,2fE8m61nu1RNatGqPyEtRa,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4
240,michael jackson,michael jackson x mark ronson: diamonds are invincible,0,7jRs0CvNctNBNH1roANQdY,0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197,388453,3
241,aretha franklin,freeway of love - single mix,0,6Uhmf736HHPm5i9wrNyZuR,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
242,peter gabriel,in your eyes,0,4qN7nSAVTjPfOOz0wkRQpM,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
243,scorpions,rock you like a hurricane,0,58XWGx7KNNkKneHdprcprX,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4
244,a flock of seagulls,i ran,0,4OdhffpvG3HxDJMxYOKh97,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
245,rockwell,somebody's watching me - single version,0,2QN9zL3SzXdGqqmXO68gFp,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
246,run–d.m.c.,walk this way (feat. aerosmith),0,6qUEOWqOzu1rLPUPQ1ECpx,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
247,midnight oil,beds are burning - remastered,0,1CtAzw53AIXKjAemxy4b1j,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4
248,pat benatar,we belong - single version,0,665Jxlgi1HamPKbW1vwzx4,0.676,0.708,4,-9.412,1,0.0419,0.806,0.0112,0.183,0.885,135.695,176093,4
249,reo speedwagon,keep on loving you - remastered,0,4rcHWl68ai6KvpXlc8vbnE,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
250,"ray parker, jr.","ghostbusters - from ""ghostbusters""",0,1uhbfBelDqjpRsstLd1AEq,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,142653,4
251,kenny loggins,"i'm alright (theme from ""caddyshack"")",0,7vJnM5FUcOV3xAKJHSSUWj,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
252,the jacksons,shake your body (down to the ground) - single edit,0,6lSVidZXCnOnYAWcgIqVDF,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
253,the notorious b.i.g.,hypnotize (feat. pam long) - 2016 remastered,0,7KwZNVEaqikRSBSpyhXK2j,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,266240,4
254,craig mack,"flava in ya ear (feat. the notorious b.i.g., ll cool j, busta rhymes & rampage) - 2016 remastered",0,4JYUDRtPZuVNi7FAnbHyux,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
255,the notorious b.i.g.,juicy - 2016 remastered,0,5ByAIlEEnxYdvpnezg7HTX,0.395,0.166,2,-15.476,1,0.0532,0.902,1.52e-06,0.0816,0.507,175.26,167080,4
256,big daddy kane,cause i can do it right,0,6XEuabQxnXdbDVB58k9FFv,0.395,0.482,7,-10.031,1,0.0285,0.32,0.00717,0.0917,0.334,130.21,237760,4
257,diddy,"it's all about the benjamins (feat. the notorious b.i.g., lil' kim & the lox) - remix",0,3GMR3hyv8BccozoebVMve3,0.439,0.756,2,-7.028,1,0.0381,0.212,0.0,0.122,0.443,123.745,174573,4
258,prince,sexy m.f.,0,4JUgmt3hxaO5gLXq4puZKK,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
259,ll cool j,mama said knock you out,0,7vP671IKgFYxIS9Nn78Laa,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
260,geto boys,mind playing tricks on me,0,4YH7AZpdCXEAGOsSAZYPOq,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
261,wu-tang clan,bring da ruckus,0,1v5cgIyffYtfEx0swttdoE,0.812,0.735,6,-10.911,0,0.118,0.0776,0.184,0.0891,0.496,119.811,237640,4
262,faith evans,love like this - 2016 remaster,0,3pYkhCA97OPAwO6rkWLRcQ,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603,214640,4
263,mase,feel so good - 2016 remastered,0,1Hzj9qMFRfIDKgek6nPS1Z,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
264,naughty by nature,o.p.p,0,1k28sDTLOz942qa3wEtMQE,0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4
265,arrested development,tennessee - remastered,0,5K8qwhQQSAj9ebIvlNJY8q,0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.832,171.402,187110,4
266,total,can't you see (feat. the notorious b.i.g.) - 2016 remastered,0,0coGyBNQcxxqkOOT2UhT4v,0.664,0.552,9,-7.723,1,0.0264,0.746,0.00963,0.0838,0.287,112.52,286880,4
267,112,anywhere - 2016 remastered,0,2dsNLJTPuPCk43rJapunJn,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,4
268,big daddy kane,"very special - feat. spinderella, laree williams and karen anderson",0,2xjg1z0HGKmOT400mju8En,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,124001,4
269,busta rhymes,woo hah!! got you all in check,0,09WxJCWFMWAxTHBLLelpDS,0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,171853,4
270,jermaine dupri,money ain't a thang,0,12LjNmRrdzhTn1vMcxN81m,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
271,ol' dirty bastard,got your money (feat. kelis),0,6YYd5MLpu45J0uLrMdivF7,0.502,0.4,7,-13.697,0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4
272,big pun,still not a player (feat. joe),0,3GKL13lkM5nRc4zC1lIOrR,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
273,skee-lo,i wish - radio edit,0,0QMHVTnrFTQJoaqmkdsKhT,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
274,snoop dogg,murder was the case (death after visualizing eternity) (feat. dat nigga daz),0,1z9EbieFSoVLz7A3Q2DCiu,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4
275,natalie imbruglia,torn - acoustic mtv unplugged,0,1iPvdHIQQSNJ4iRm92Bcbx,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
276,green day,good riddance (time of your life),0,0QRfuD33MZUknREAabPjci,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040,4
277,jewel,you were meant for me,0,7y7aSSTiQfO0Ace4F7yxzE,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
278,radiohead,fake plastic trees,0,73CKjW3vsUXRpy3NnX4H7F,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
279,the cranberries,zombie - acoustic version,0,1aZfq7TK3tNl9XJLkOpwKw,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4
280,bush,glycerine - acoustic,0,3ZoAB9gq2RGW5KdHnRvH75,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,247267,3
281,green day,when i come around,0,1Dr1fXbc2IxaK1Mu8P8Khz,0.83,0.495,6,-6.939,1,0.052,0.0984,0.0,0.0906,0.633,127.965,185282,4
282,stone temple pilots,plush - acoustic,0,3ftHrCjsTUPLgI48m67byk,0.695,0.884,0,-6.279,1,0.131,0.117,0.0,0.104,0.854,74.992,243487,4
283,foo fighters,everlong - acoustic version,0,3QmesrvdbPjwf7i40nht1D,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
284,counting crows,a long december,0,1tjKIXd7DYNklhVSgBxREi,0.812,0.748,5,-5.959,0,0.139,0.00397,0.0,0.174,0.158,132.035,162733,4
285,seal,kiss from a rose - acoustic version,0,4x9uRARJH3IZlxauha3JUd,0.659,0.734,10,-4.008,1,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461,4
286,alanis morissette,head over feet - live/unplugged version,0,3bRLXLsJWBfzgan0SKgRur,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4
287,paula cole,i don't want to wait - remastered version,0,5MDQNJ7SZTytJwCbWKqJDL,0.928,0.402,8,-7.569,0,0.452,0.0261,0.0,0.0804,0.62,139.998,253714,4
288,incubus,stellar - acoustic,0,65QweyWLYg5kapDDE8teNn,0.736,0.905,4,-1.49,0,0.0567,0.0749,0.000117,0.12,0.611,93.013,185744,4
289,third eye blind,motorcycle drive by,0,47wtXjG0Sk6DI6cjkRBcEg,0.777,0.546,7,-9.504,1,0.207,0.425,0.0,0.0809,0.952,147.173,208800,4
290,sinéad o'connor,all apologies,0,5nJ96pOx3kXvmISLO7xKIb,0.84,0.789,1,-4.695,0,0.0949,0.102,0.0,0.309,0.619,92.018,211438,4
291,paula cole,where have all the cowboys gone ? - remastered version,0,4EiZBnBOWr1RVsDew9zYOX,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,202853,4
292,ani difranco,both hands,0,1pQhpD3hn0IBcY2sDdjIdg,0.825,0.481,2,-8.6,1,0.0396,0.0797,0.0,0.239,0.761,121.046,198387,4
293,alanis morissette,you learn - live/unplugged version,0,1TQ5qOLAzpTqTuduL2oFxV,0.682,0.751,8,-5.812,0,0.0675,0.235,0.0,0.11,0.708,129.937,224413,4
294,the wallflowers,three marlenas,0,6iPZEvHsTanHMOtjyJWMEm,0.703,0.617,7,-8.732,1,0.0731,0.108,5.61e-05,0.271,0.435,123.159,133120,4
295,bob dylan,"the times they are a-changin' - live at sony music studios, new york, ny - november 1994",0,32gGuJXlLJbKCk3MDfW53y,0.493,0.825,8,-4.056,1,0.0798,0.0079,0.0,0.129,0.621,99.866,215004,4
296,faith hill,breathe - remastered version,0,3y4LxiYMgDl4RethdzpmNe,0.704,0.771,2,-4.713,1,0.0495,0.0086,0.0,0.108,0.416,120.002,161093,4
297,the black crowes,she talks to angels - acoustic bonus version,0,5NK8jad728pj6YeqM5VJD4,0.494,0.729,2,-4.934,1,0.161,0.133,0.0,0.143,0.421,78.833,204453,4
298,billy bragg,california stars,0,5B2mJIk8yso3ugyvfHR62A,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
299,gillian welch,annabelle,0,3ZtC9ZDhPJj0E043tmlOgx,0.631,0.771,1,-5.78,1,0.0517,0.628,3.65e-05,0.0946,0.466,100.931,202574,4
300,neutral milk hotel,in the aeroplane over the sea,0,5rfT032kGmLvbxZzfHlu5D,0.853,0.715,7,-6.177,1,0.0762,0.565,0.0106,0.0716,0.844,92.377,167823,4
301,the wallflowers,one headlight,0,0z1b34WikhOH9ZxU8QDWcv,0.8,0.837,7,-4.488,1,0.0991,0.0652,4.74e-05,0.0699,0.813,105.026,241136,4
302,tonic,if you could only see,0,4KoNBTm9a55KgLMtEaf3n6,0.723,0.791,2,-4.863,0,0.055,0.122,6.98e-05,0.211,0.484,110.043,193933,4
303,live,selling the drama,0,5y9ivD2g37FSCEJpfhG7d5,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,4
304,spacehog,in the meantime,0,02lTDOxHeXTHsdwXoz6lpC,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4
305,paul westerberg,dyslexic heart,0,6h0lrpGtRIwbBiPHthDB3o,0.585,0.977,1,-3.57,1,0.0615,0.622,0.0,0.328,0.801,138.264,232880,4
306,the flys,got you (where i want you),0,1xpd5XqLsrQDBa81ON2kOb,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,203173,4
